414/89,020 TIM m,Text,414/89,11/10/1989,,,000-099,,Available,,,,,IDR,,,,Membina Perpustakaan Sekolah
0130,589,Text,0130,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,Cendawan Dan Jamur
4715,536,Text,4715,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Cepat Tua Akibat radiasi
0280,551.6,Text,0280,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,cuaca
4189,551.6,Text,4189,12 Juli 2008,,,500-599,,Available,,,,,IDR,,,,CUACA
2927,551.6,Text,2927,19 Juli 2001,,,500-599,,Available,,,,,IDR,,,,CUACA
2478,510,Text,2478,,,,500-599,,Available,,,,,IDR,,,,Daftar logaritma 4 Desimal Dengan Daftar Bunga Delapan Desimal
4017,570,Text,4017,24 Februari 2010,,,500-599,,Available,,,,,IDR,,,,Darwin Dan Evolusi Untuk Siswaq Kehidupan Dan Gagasannya
-,530,Text,-,-,,,500-599,,Available,,,,,IDR,,,,Dasar-Dasar Ilmu Alam Untuk SMP Kelas 1 Semester 1
-,530,Text,-,-,,,500-599,,Available,,,,,IDR,,,,Dasar-Dasar Ilmu Alam Untuk SMP Kelas 1 Semester 2
-,530,Text,-,-,,,500-599,,Available,,,,,IDR,,,,Dasar-Dasar Ilmu Alam Untuk SMP Kelas 2 Semester 3
0827,530,Text,0827,-,,,500-599,,Available,,,,,IDR,,,,Dasar-Dasar Ilmu Alam Untuk SMP Kelas 2 Semester 4
7564,567,Text,7564,8 Maret 2022,,,500-599,,Available,,,,,IDR,,,,Dinosaurus Kejam!
6930,510,Text,6930,9 Februari 2018,,,500-599,,Available,,,,,IDR,,,,Detik-Detik UNBK Matematika Tahun 2017/2018
6604,550,Text,6604,25 Januari 2017,,,500-599,,Available,,,,,IDR,,,,Erlangga EXpress UN SMP/Mts 2017 IPA
4224,551.4,Text,4224,19 Juli 2007,,,500-599,,Available,,,,,IDR,,,,DI GURUN
0135,574.9,Text,0135,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,Di Dalam laut
0129,551.45,Text,0129,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,di tepi laut
4381,567,Text,4381,10-Nov-08,,,500-599,,Available,,,,,IDR,,,,DINOSAURUS  DARI ALLOSAURUS SAMPAI TYRANNOSAURUS
4906,567,Text,4906,3-Sep-08,,,500-599,,Available,,,,,IDR,,,,Dinosaurus Seri Intisari Ilmu
4373,512,Text,4373,10-Nov-07,,,500-599,,Available,,,,,IDR,,,,Dr. Math Menjelaskan Aljabar
2866,598,Text,2866,17 Januari 2001,,,500-599,,Available,,,,,IDR,,,,Dunia Burung
4298,591,Text,4298,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,,,Dunia Prasejarah Kehidupan Triasik
4297,590,Text,4297,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,,,Dunia Prasejarah Mamalia Purba
4296,577,Text,4296,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,,,Dunia Prasejarah Zaman es
4463,580,Text,4463,28 Januari 2008,,,500-599,,Available,,,,,IDR,,,,Dunia Tumbuhan
4295,574.5,Text,4295,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,,,Ekologi Ilmu Tentang Mahkluk Hidup
5173,580,Reference,5173,29 Mei 2000,,,500-599,,Available,,,,,IDR,,,,Ensiklopedia Anak Tumbuhan
4598,574.5,Text,4598,3 Juni 2008,,,500-599,,Available,,,,,IDR,,,,EKOLOGI
0170,590,Text,0170,10 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,Empat raja Rimba Indonesia
4349,531.6,Text,4349,2-Nov-07,,,500-599,,Available,,,,,IDR,,,,Enertgi masa Depan
5772,530.02,Text,5772,2-Apr-12,,,500-599,,Available,,,,,IDR,,,,Erlangga Fokus UN SMP/MTs 2012
6598,530.02,Text,6598,25 januari 2017,,,500-599,,Available,,,,,IDR,,,,Erlangga Fokus UN SMP/MTs 2017
6609,510,Text,6609,25 januari 2017,,,500-599,,Available,,,,,IDR,,,,Erlangga X-Press UN SMP/MTs 2017 Matematika
4885,575.01,Text,4885,19 Oktober 2009,,,500-599,,Available,,,,,IDR,,,,EVOLUSI
5406,510.1,Text,5406,18 Oktober 2010,,,500-599,,Available,,,,,IDR,,,,Exploring Mathematics 1A
5405,510.1,Text,5405,15 Oktober 2010,,,500-599,,Available,,,,,IDR,,,,Exploring Mathematics 4A
4400,530,Text,4400,16 januari 2008,,,500-599,,Available,,,,,IDR,,,,Fakta Sains :Buku Saku
5033,530,Text,5033,18 Maret 2010,,,500-599,,Available,,,,,IDR,,,,Fisika 1 SMP Kelas VII
4879,530,Text,4879,16 Oktober 2009,,,500-599,,Available,,,,,IDR,,,,Fisika Itu Menyenangkan
5855,530,Text,5855,14 Juli 2012,,,500-599,,Available,,,,,IDR,,,,Fisika menyongsong OSN SMP
4347,530,Text,4347,2-Nov-07,,,500-599,,Available,,,,,IDR,,,,Fisika Sehelai Rambut Lebih Lebar Daripada Sejuta Atom
15,530,Text,15,26 Mei 1992,,,500-599,,Available,,,,,IDR,,,,Fisika Zat Padat FI : 2
5361,530,Text,5361,29-Sep-10,,,500-599,,Available,,,,,IDR,,,,"GALILEO Belajar Fisika secara Mudah,Cepat, Dan Menarik"
19,539.2,Text,19,26 Mei 1992,,,500-599,,Available,,,,,IDR,,,,Gelombang-Gelombang Elektromagnetik FI : 6
5092,575.1,Text,5092,15-Apr-10,,,500-599,,Available,,,,,IDR,,,,GEN & DNA
4886,575,Text,4886,16 Oktober 2009,,,500-599,,Available,,,,,IDR,,,,GENETIKA
4209,575,Text,4209,12 Juli 2007,,,500-599,,Available,,,,,IDR,,,,Genetika : Ilmu Tentang Pewarisan Ciri Makhluk Hidup
5711,510,Text,5711,5 Oktober 2011,,,500-599,,Available,,,,,IDR,,,,Glossary For Mathematics
4739,590,Text,4739,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,GORILA
7889,551.43,Text,7889,23-Apr-24,,,500-599,,Available,,,,,IDR,,,,GUNUNG
2926,551.2,Text,2926,19 Juli 2001,,,500-599,,Available,,,,,IDR,,,,GUNUNG
6143,574.9,Text,6143,3 Januari 2014,,,500-599,,Available,,,,,IDR,,,,GURUN : Planet Bumi
4403,550,Text,4403,10-Nov-08,,,500-599,,Available,,,,,IDR,,,,Gurun dan Daerah Tandus
5093,574.5,Text,5093,15-Apr-10,,,500-599,,Available,,,,,IDR,,,,Habitat Alam
4376,590,Text,4376,10-Nov-08,,,500-599,,Available,,,,,IDR,,,,Hewan Yang Menakjubkan
3937,590,Text,3937,13 Juli 2006,,,500-599,,Available,,,,,IDR,,,,Hewan Liar
4172,590,Text,4172,18 Juni 2007,,,500-599,,Available,,,,,IDR,,,,Hewan Pemecah rekor
7891,551.6,Text,7891,23-Apr-24,,,500-599,,Available,,,,,IDR,,,,HUJAN
6144,574.9,Text,6144,3 Januari 2014,,,500-599,,Available,,,,,IDR,,,,Hutan Hujan: Planet Bumi
0834,530,Text,0834,-,,,500-599,,Available,,,,,IDR,,,,Ilmu Pengetahuan Bumi Dan Antarriksa Untuk SMTP 2
0.0026,537.5,Text,0.0026,-,,,500-599,,Available,,,,,IDR,,,,Informasi Praktis Elektronika Nomor 2
0831,520,Text,0831,20 Juli 1988,,,500-599,,Available,,,,,IDR,,,,Intisari Ilmu Pengetahuan Bumi Dan Alam semesta
4610,530.01,Text,4610,13-Apr-09,,,500-599,,Available,,,,,IDR,,,,"IPA Fisika Gasing : gampang,Asik, dan Menyenangkan 1"
4611,530.01,Text,4611,13-Apr-09,,,500-599,,Available,,,,,IDR,,,,"IPA Fisika Gasing : gampang,Asik, dan Menyenangkan 2"
4612,530.01,Text,4612,13-Apr-09,,,500-599,,Available,,,,,IDR,,,,"IPA Fisika Gasing : gampang,Asik, dan Menyenangkan 3"
6190,500,Text,6190,12 Maret 2014,,,500-599,,Available,,,,,IDR,,,,IPA Terpadu Untuk SMP/MTs Kelas VII
0562,551.2,Text,0562,12 Januari 1988,,,500-599,,Available,,,,,IDR,,,,Gunung Berapi
4242,535,Text,4242,27 Juli 2007,,,500-599,,Available,,,,,IDR,,,,Jejak Sejarah Sains Cahaya
4243,535,Text,4243,27 Juli 2007,,,500-599,,Available,,,,,IDR,,,,Jejak Sejarah Sains Listrik
4897,530,Text,4897,12 Agustus 2008,,,500-599,,Available,,,,,IDR,,,,Kartun Fisika
0127,542.3,Text,0127,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,Ukuran
5532,590,Text,5532,3 Maret 2011,,,500-599,,Available,,,,,IDR,,,,Kehidupan Bawah Laut : Kepiting Hermit dan Kehidupan Di Perairan Dangkal
0165,574.9,Text,0165,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,,,Kehidupan Dalam laut
0306,578,Text,0306,18-Sep-95,,,500-599,,Available,,,,,IDR,,,,kehidupan Dalam Laut
4119,570,Text,4119,6 Maret 2007,,,500-599,,Available,,,,,IDR,,,,Kehidupan Laut Indonesia 1
4184,574.9,Text,4184,21 Juni 2007,,,500-599,,Available,,,,,IDR,,,,Kehidupan Terumbu Karang
-,538,Text,-,-,,,500-599,,Available,,,,,IDR,,,,KEMAKNITAN
0207,500,Text,0207,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa  Dan Mengapa ? 14
4904,5784.1,Text,4904,4 Desember 2009,,,500-599,,Available,,,,,IDR,,,,Kartun Kimia
0210,500,Text,0210,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa  Dan Mengapa ? 17
0198,500,Text,0198,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa  Dan Mengapa ? 5
0210,500,Text,0210,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa  Dan Mengapa ? 8
0202,500,Text,0202,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa  Dan Mengapa ? 9
0202,500,Text,0202,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa  Dan Mengapa ? 21
0203,590,Text,0203,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa & Mengapa ? 10
0205,500,Text,0205,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa & Mengapa ? 12
0209,590,Text,0209,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa & Mengapa ? 16
0199,590,Text,0199,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa & Mengapa ? 6
0200,570,Text,0200,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa & Mengapa ? 7
0197,590,Text,0197,2-Nov-84,,,500-599,,Available,,,,,IDR,,,,Kenapa & Mengapa ?4
0582,500,Text,0582,28 januari 1988,,,500-599,,Available,,,,,IDR,,,,Kisah Ilmu Pengetahuan Buku 2
0254,539.7,Text,0254,10 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,Kisah Tenaga Nuklir
1193,530,Text,1193,17 Juli 1991,,,500-599,,Available,,,,,IDR,,,,Kitab Penuntun Fisika Jilid 2
0515,538.028,Text,0515,23 Januari 1987,,,500-599,,Available,,,,,IDR,,,,KOMPAS
-,540,Text,-,,,,500-599,,Available,,,,,IDR,,,,Kompetensi Ilmu Pengetahuan Alam Kimia Untuk SMP/MTs Kelas VII
5404,510,Text,5404,18 Oktober 2010,,,500-599,,Available,,,,,IDR,,,,"Konsep Jitu matematika SMP Untuk Kelas 1,2 & 3"
4367,520,Text,4367,2-Nov-07,,,500-599,,Available,,,,,IDR,,,,Kota Di Angkasa
1480,510,Text,1480,10-Nov-92,,,500-599,,Available,,,,,IDR,,,,Kumpulan Permainan Dan Teka-Teki matematika Yang Mengasyikkan
-,-,Text,-,-,,,500-599,,Available,,,,,IDR,,,,Kunci Jawaban Dan Pembahasan Detik-Detik UNBK 2018/2019
0769,530,Text,0769,-,,,500-599,,Available,,,,,IDR,,,,Kunci Zat Dan Energi Untuk SMP 1
0119,595,Text,0119,9 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,Labah-Labah
4887,500,Text,4887,12 Agustus 2008,,,500-599,,Available,,,,,IDR,,,,Langkah Jitu Menghadapi Ujian Nasional SMP
4882,551.4,Text,4882,12 Agustus 2008,,,500-599,,Available,,,,,IDR,,,,LAUT : Habitat Hewan
4338,500,Text,4338,2-Nov-07,,,500-599,,Available,,,,,IDR,,,,Lima Masalah Terbesar Sains Yang Belum Terpecahkan
0157,537,Text,0157,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,,,LISTRIK
6761,546.3,Text,6761,17 Juli 2017,,,500-599,,Available,,,,,IDR,,,,Logam Dan Nonlogam : Dunia Sains Kimia
4722,549.2,Text,4722,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Logam Dan Nonlogam : Dunia Sains Kimia
0162,580,Text,0162,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,,,Mahkluk Hidup Tumbuh-Tumbuhan 9
-,570,Text,-,-,,,500-599,,Available,,,,,IDR,,,,Makhluk Hidup 2
4733,523.4,Text,4733,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Mars Menjelajahi Bola-Batu Merah 
4251,523.7,Text,4251,28 Juli 2007,,,500-599,,Available,,,,,IDR,,,,Matahari
4636,523.7,Text,4636,16 Mei 2009,,,500-599,,Available,,,,,IDR,,,,Matahari : Berkunjung ke Bola Api Raksasa
3657,574.5,Text,3657,27 Oktober 2004,,,500-599,,Available,,,,,IDR,,,,Matahari Seri Ekologi
4737,523,Text,4737,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Matahri Dan Bulan 
4371,510,Text,4371,10-Nov-07,,,500-599,,Available,,,,,IDR,,,,Matematika Cepat
5854,510,Text,5854,14 Juli 2012,,,500-599,,Available,,,,,IDR,,,,Matematika Menyongsong OSN SMP
-,510.2,Text,-,,,,500-599,,Available,,,,,IDR,,,,Matematika 1a
5585,510,Text,5585,26 Maret 2011,,,500-599,,Available,,,,,IDR,,,,Mathemagics : Cara Jenius Belajar matematika
5644,510,Text,5644,17 Juli 2011,,,500-599,,Available,,,,,IDR,,,,mathematics Workbook 1
5645,510,Text,5645,17 Juli 2011,,,500-599,,Available,,,,,IDR,,,,Mathematics 6th edition 1
112,500,Text,112,28-Apr-94,,,500-599,,Available,,,,,IDR,,,,Melacak Alam
4350,551.6,Text,4350,2-Nov-07,,,500-599,,Available,,,,,IDR,,,,Pemanasan Global (Seri Lingkungan Hidup)
2924,590,Text,2924,19 Juli 2001,,,500-599,,Available,,,,,IDR,,,,Mencari Makanan
4363,500,Text,4363,2-Nov-07,,,500-599,,Available,,,,,IDR,,,,menemukan sains
2749,590,Text,2749,25 Februari 2000,,,500-599,,Available,,,,,IDR,,,,Mengapa Satwa Liar Punah ?
14,537.5,Text,14,26 Mei 1992,,,500-599,,Available,,,,,IDR,,,,Mengenal Elektronika FI : 1
4719,591,Text,4719,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Menggunakan Sains Menjadi Ahli Biologi Hiu
4738,551.2,Text,4738,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Menggunakan Sains Menjadi Ahli Vulkanologi
4747,551.6,Text,4747,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Menggunakan Sains Menjadi Pemburu Badai
4720,551.6,Text,4720,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Menggunakan Sains Menjadi Pemburu Badai
4650,551.2,Text,4650,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Menggunakan Sains Menjadi Peneliti Gempa
4046,530,Text,4046,30 Oktober 2006,,,500-599,,Available,,,,,IDR,,,,Menguasai Rumus Fisika SMP 
6173,500,Text,6173,18 Februari 2014,,,500-599,,Available,,,,,IDR,,,,Mentor: latihan Sistematis Meraih Nilau UN Tinggi
4138,551.45,Text,4138,11 Mei 2007,,,500-599,,Available,,,,,IDR,,,,Menyusuri Kehidupan Pantai
4140,523.4,Text,4140,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Merkurius Dan Venus
6125,574,Text,6125,10 Oktober 2013,,,500-599,,Available,,,,,IDR,,,,Modul Biologi SMP Kelas 7
6768,574,Text,6768,17 Juli 2017,,,500-599,,Available,,,,,IDR,,,,Olimpiade Biologi SMP/MTs 
6850,530,Text,6850,17 Juli 2017,,,500-599,,Available,,,,,IDR,,,,Olimpiade Fisika
4348,590,Text,4348,2-Nov-07,,,500-599,,Available,,,,,IDR,,,,Otopsi Hewan
0158,599,Text,0158,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,,,PANAS
2865,591,Text,2865,17 Januari 2001,,,500-599,,Available,,,,,IDR,,,,PANDA
2734,550.45,Text,2734,25 Februari 2000,,,500-599,,Available,,,,,IDR,,,,PANTAI
4744,597,Text,4744,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Paus Dan Lumba-Lumba
5533,597,Text,5533,3 Maret 2011,,,500-599,,Available,,,,,IDR,,,,Paus Pembunuh Dan Kehidupan Di Perairan Dingin
4731,551.3,Text,4731,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Pelapukan Dan Erosi
6469,507.1,Text,6469,25-Nov-15,,,500-599,,Available,,,,,IDR,,,,Pembelajaran Saintifik Untuk Implementasi Kurikulum 2013
4574,574.5,Text,4574,20 Maret 2009,,,500-599,,Available,,,,,IDR,,,,Pengantar Ekologi
370,570,Text,370,24-Sep-84,,,500-599,,Available,,,,,IDR,,,,Pengantar Fisiologi Tumbuhan
18,542,Text,18,26 Mei 1992,,,500-599,,Available,,,,,IDR,,,,Pengukuran-Pengukuran Dasar Di laboratorium Fisika FI : 5
4365,520,Text,4365,2-Nov-07,,,500-599,,Available,,,,,IDR,,,,Perjalanan Kosmik
1467,574,Text,1467,8-Sep-92,,,500-599,,Available,,,,,IDR,,,,Perkembangbiakakan
895,510,Text,895,23 Oktober 1990,,,500-599,,Available,,,,,IDR,,,,Permainan Dan Teka-Teki matematika Yang Lebih Mengasyikkan
4723,551,Text,4723,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Perubahan Geologi : Dunia Sains Kimia
4582,574,Text,4582,3 Juni 2008,,,500-599,,Available,,,,,IDR,,,,Petualangan Bersama Eistein Cara Kerja Tubuh
0711,530,Text,0711,-,,,500-599,,Available,,,,,IDR,,,,Petunjuk Guru Buku Zat Dan Energi 2 Untuk SMP
4228,523.4,Text,4228,19 Juli 2002,,,500-599,,Available,,,,,IDR,,,,PLANET
5120,550,Text,5120,15-Apr-10,,,500-599,,Available,,,,,IDR,,,,Planet Bumi
4609,590,Text,4609,,,,500-599,,Available,,,,,IDR,,,,Planet Kehidupan
0498,523.4,Text,0498,16 januari 1989,,,500-599,,Available,,,,,IDR,,,,PLANIT dan perjalanan antar planit
636,530,Text,636,25 Juli 1990,,,500-599,,Available,,,,,IDR,,,,Pokok-Pokok Ilmu Alam
0579,550,Text,0579,-,,,500-599,,Available,,,,,IDR,,,,Praktek Ilmu Bumi
4356,541,Text,4356,2-Nov-07,,,500-599,,Available,,,,,IDR,,,,Pustaka sains Tersambung Internet Campuran & Senyawa
4509,590,Text,4509,18 Februari 2009,,,500-599,,Available,,,,,IDR,,,,"ragam Fakta Unik, Menarik, dan Menakjubkan di dunia Binatang"
5328,597.9,Text,5328,27-Sep-10,,,500-599,,Available,,,,,IDR,,,,Rahasia Buaya
5324,582,Text,5324,27-Sep-10,,,500-599,,Available,,,,,IDR,,,,Rahasia Bunga Matahari
4450,523.9,Text,4450,28 Januari 2008,,,500-599,,Available,,,,,IDR,,,,Rahasia Dibalik Satelit
4354,523.9,Text,4354,2-Nov-07,,,500-599,,Available,,,,,IDR,,,,Rahasia Dibalik Satelit
6814,574,Text,6814,17 Juli 2017,,,500-599,,Available,,,,,IDR,,,,Rahasia Ensiklopediku : Inilah Keajaiban Tubuh Manusoia!
5333,580,Text,5333,27-Sep-10,,,500-599,,Available,,,,,IDR,,,,Rahasia Gurita 
5332,599,Text,5332,27-Sep-10,,,500-599,,Available,,,,,IDR,,,,Rahasia Jerapah
5330,599,Text,5330,27-Sep-10,,,500-599,,Available,,,,,IDR,,,,Rahasia Koala
5331,599,Text,5331,27-Sep-10,,,500-599,,Available,,,,,IDR,,,,Rahasia Panda
114,500,Text,114,28-Apr-94,,,500-599,,Available,,,,,IDR,,,,Rahasia Sehari-hari
4200,500.5,Text,4200,12 Juli 2007,,,500-599,,Available,,,,,IDR,,,,Rahasia Tentang Pencarian Kehidupan Di Ruang Angkasa
5325,574.9,Text,5325,27-Sep-10,,,500-599,,Available,,,,,IDR,,,,Rahasia Terumbu Karang
4933,574,Text,4933,6-Sep-08,,,500-599,,Available,,,,,IDR,,,,Rangkuman Materi-Materi Penting IPA-BIOLOGI Untuk SLTP
4588,510,Text,4588,3 Juni 2008,,,500-599,,Available,,,,,IDR,,,,Rangkuman Rumus Matematyika & Fisika SMP
4862,500,Text,4862,12 Agustus 2008,,,500-599,,Available,,,,,IDR,,,,Revolusi Belajar IX SMP
0154,539,Text,0154,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,,,Riwayat Tenaga Nuklir
3670,581.9,Text,3670,11 Mei 2005,,,500-599,,Available,,,,,IDR,,,,Rumput Laut Komoditas Unggulan
7888,590,Text,7888,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Safari News
5426,540,Text,5426,28 Oktober 2010,,,500-599,,Available,,,,,IDR,,,,Sains Kimia 1 SMP/MTs kelas VII
4404,551.5,Text,4404,10-Nov-08,,,500-599,,Available,,,,,IDR,,,,Salju : mengenal Cuaca
4206,597,Text,4206,12 Juli 2007,,,500-599,,Available,,,,,IDR,,,,SALMON
4672,580,Text,4672,16 Mei 2009,,,500-599,,Available,,,,,IDR,,,,SANSEVIERIA 200 Jenis spektakuler 
7562,570,Text,7562,8 Maret 2022,,,500-599,,Available,,,,,IDR,,,,Science Up : Evolusi
-,-,Text,-,,,,500-599,,Available,,,,,IDR,,,,Sd-SMP-SMA Aneka Berhitung Cepat
2884,595,Text,2884,16 maret 2004,,,500-599,,Available,,,,,IDR,,,,Serangga Dan Bunga
4183,595,Text,4183,21 Juni 2007,,,500-599,,Available,,,,,IDR,,,,Serangga Dan Tumbuhan
0136,595,Text,0136,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,SERANGGA SOSIAL
5074,574,Text,5074,18 Maret 2010,,,500-599,,Available,,,,,IDR,,,,Seri IPA Biologi SMP Kelas IX
5045,574,Text,5045,18 Maret 2010,,,500-599,,Available,,,,,IDR,,,,Seri IPA Biologi SMP Kelas VII
5038,540.1,Text,5038,18 Maret 2010,,,500-599,,Available,,,,,IDR,,,,Seri IPA Kimia 1 SMP Kelas VII
4306,580,Text,4306,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,,,SERI PUSTAKA SAINS TUMBUHAN 
17,539.2,Text,17,26 Mei 1992,,,500-599,,Available,,,,,IDR,,,,Sifat-Sifat Umum Gelombang FI : 4
4815,523,Text,4815,28 Juli 2009,,,500-599,,Available,,,,,IDR,,,,Sistem Tata Surya 
4394,551.48,Text,4394,10-Nov-08,,,500-599,,Available,,,,,IDR,,,,Sungai Dan Danau
2931,551.48,Text,2931,19 Juli 2001,,,500-599,,Available,,,,,IDR,,,,Sungai Dan Danau
0841,530,Text,0841,-,,,500-599,,Available,,,,,IDR,,,,Sungai Dan Danau
0168,590,Text,0168,10 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,Taman Firdaus Terakhir
0120,580,Text,0120,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,Tanaman Dan Bunga
6955,577.273,Text,6955,25-Sep-18,,,500-599,,Available,,,,,IDR,,,,Tanaman Indoor Anti Polutan
3855,525,Reference,3855,31 Mei 2006,,,500-599,,Available,,,,,IDR,,,,Tanya Jawab Ensiklopedia Bumi Kita
4359,570,Reference,4359,2-Nov-07,,,500-599,,Available,,,,,IDR,,,,Tanya Jawab Ensiklopedia Flora Fauna Liar
2886,523.2,Text,2886,16 maret 2004,,,500-599,,Available,,,,,IDR,,,,Tata Surya
4638,523,Text,4638,26 Agustus 2009,,,500-599,,Available,,,,,IDR,,,,Tata Surya Informasi Di dalam Genggamanmu
2928,590,Text,2928,19 Juli 2001,,,500-599,,Available,,,,,IDR,,,,Tempat Untuk Tidur
0148,530,Text,0148,10 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,Teknik Sekitar Kita 1
0148,530,Text,0148,10 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,Teknik Sekitar Kita 2
24,530,Text,24,28 Januari 1989,,,500-599,,Available,,,,,IDR,,,,Teknologi Proses Jilid I
26,530,Text,26,28 Januari 1989,,,500-599,,Available,,,,,IDR,,,,Teknologi Proses Jilid II
4208,598,Text,4208,12 Juli 2007,,,500-599,,Available,,,,,IDR,,,,Temukan Jawabannya : Burung
0304,500,Text,0304,18-Sep-85,,,500-599,,Available,,,,,IDR,,,,Tenaga Dan Ukuran
4192,593,Text,4192,12 Juli 2007,,,500-599,,Available,,,,,IDR,,,,Terumbu karang
5814,575.1,Text,5814,17-Apr-12,,,500-599,,Available,,,,,IDR,,,,The Miracle Of The DNA Menemukan Tuhan Dalam Gen Kita
4370,570,Text,4370,,,,500-599,,Available,,,,,IDR,,,,Trek Matematika : Petualangan di Zona Matematika
4372,513,Text,4372,10-Nov-07,,,500-599,,Available,,,,,IDR,,,,Trik Dan Tip Berhitung Yang lebih Cepat
,2921,Text,,19 Juli 2001,,,500-599,,Available,,,,,IDR,,,,TULIP
0678,582.589,Text,0678,-,,,500-599,,Available,,,,,IDR,,,,Tumbuhan Liar 1
4375,580,Text,4375,10-Nov-08,,,500-599,,Available,,,,,IDR,,,,Tumbuhan Yang Menakjubkan
0121,533,Text,0121,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,UDARA
0156,551.5,Text,0156,18 Oktober 1984,,,500-599,,Available,,,,,IDR,,,,UDARA 1
4718,597,Text,4718,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,ULAR
-,597,Text,-,-,,,500-599,,Available,,,,,IDR,,,,ULAR 1
4732,523.4,Text,4732,24 Juni 2009,,,500-599,,Available,,,,,IDR,,,,Uranus Neptunus Dan Planet Katai
4643,596,Text,4643,24 Juni2008,,,500-599,,Available,,,,,IDR,,,,Vertebrata Hewan Bertulang Pu nggung
0131,529,Text,0131,6 Agustus 1984,,,500-599,,Available,,,,,IDR,,,,WAKTU DAN JAM
7855,567,Text,7855,22 Januari 2024,,,500-599,,Available,,,,,IDR,,,,Walking With Dinosaurus
4806,523.4,Text,4806,26 Agustus 2008,,,500-599,,Available,,,,,IDR,,,,Yupiter Dan saturnus
5310,520,Text,5310,27-Sep-10,,,500-599,,Available,,,,,IDR,,,,ZUM! Alam Semesta
5309,567,Text,5309,27-Sep-09,,,500-599,,Available,,,,,IDR,,,,ZUM! Dinosaurus
5307,590,Text,5307,27-Sep-10,,,500-599,,Available,,,,,IDR,,,,ZUM! Makhluk Hidup
7939,510,Text,7939,30 Oktober 2024,,,500-599,,Available,,,,,IDR,,,,Buku Paten Soal HOTS OSN Matematika SMP/MTS
8002,590,Reference,8002,30-Apr-25,,,500-599,,Available,,,,,IDR,,,,Ensiklopedia Dunia Fauna 1
8003,590,Reference,8003,30-Apr-25,,,500-599,,Available,,,,,IDR,,,,Ensiklopedia Dunia Fauna 2
8014,510.076,Text,8014,30-Apr-25,,,500-599,,Available,,,,,IDR,,,,Sekak Math! Strategi Khusus Pasti Bisa Matematika
8011,510,Text,8011,30-Apr-25,,,500-599,,Available,,,,,IDR,,,,"Paket Lengkap Dsoal-soal Lots-Hots matematika SMP/MTs Kelas 7,8,9"
4307,598,Text,4307,6 Oktober 2007,,,500-599,,Available,,,,,IDR,,,,100 Pengetahuan Burung
